Unnamed: 0,sentence,item,type,condition,patient,agent,context_had,target,patient_pos,agent_pos,target_pos,gpt2_surprisal,gpt2-medium_surprisal,gpt2-large_surprisal,bert-base-uncased_surprisal
252,the boys helped jane wax her car because she didn't know how.,127,control,high-cloze,,,The boys helped Jane wax her,car,,,,10.20177936553955,8.971187591552734,7.906119346618652,12.016919136047363
253,the boys helped jane wax her paper because she didn't know how.,127,control,low-cloze,,,The boys helped Jane wax her,paper,,,,11.739937782287598,14.887357711791992,14.8043212890625,13.839834213256836
254,we sometimes forget that golf is just a game that doesn't mean life or death.,128,control,high-cloze,,,We sometimes forget that golf is just a,game,,,,1.515593647956848,0.8752678632736206,0.3472990095615387,1.1631433963775635
255,we sometimes forget that golf is just a race that doesn't mean life or death.,128,control,low-cloze,,,We sometimes forget that golf is just a,race,,,,8.744412422180176,9.815250396728516,13.185870170593262,9.256484031677246
256,the cows moved from the sun into the shade because of the heat.,129,control,high-cloze,,,The cows moved from the sun into the,shade,,,,4.474300861358643,2.199132442474365,1.7116401195526123,6.8315863609313965
257,the cows moved from the sun into the court because of the heat.,129,control,low-cloze,,,The cows moved from the sun into the,court,,,,13.623282432556152,15.282427787780762,14.307514190673828,16.690380096435547
258,the wealthy child attended a private school on the far side of town.,130,control,high-cloze,,,The wealthy child attended a private,school,,,,1.0446969270706177,0.7424697279930115,0.7799743413925171,0.04150697961449623
259,the wealthy child attended a private party on the far side of town.,130,control,low-cloze,,,The wealthy child attended a private,party,,,,7.588865280151367,8.97584342956543,10.730975151062012,13.611320495605469
260,i added my name to the list right after mary.,131,control,high-cloze,,,I added my name to the,list,,,,1.6180567741394043,1.6844943761825562,1.576621413230896,0.9652532935142517
261,i added my name to the check right after mary.,131,control,low-cloze,,,I added my name to the,check,,,,11.466801643371582,12.550418853759766,13.8412504196167,10.029988288879395
262,the ship disappeared into the thick fog and was never seen again.,132,control,high-cloze,,,The ship disappeared into the thick,fog,,,,2.139970541000366,3.1261987686157227,2.654975891113281,1.5209347009658813
263,the ship disappeared into the thick ground and was never seen again.,132,control,low-cloze,,,The ship disappeared into the thick,ground,,,,13.523483276367188,15.402589797973633,15.153996467590332,12.660219192504883
264,abby brushed her teeth after every meal and every snack.,133,control,high-cloze,,,Abby brushed her teeth after every,meal,,,,6.134975910186768,1.1465106010437012,0.5769550204277039,1.8799244165420532
265,abby brushed her teeth after every meal and every snack.,133,control,low-cloze,,,Abby brushed her teeth after every,game,,,,0.0,0.0,0.0,0.0
266,george must keep his pet on a leash so it does not run away.,134,control,high-cloze,,,George must keep his pet on a,leash,,,,0.7002032995223999,0.0905536785721778,0.4141108393669128,0.03018777072429657
267,george must keep his pet on a shore so it does not run away.,134,control,low-cloze,,,George must keep his pet on a,shore,,,,14.675618171691896,19.44122695922852,18.531606674194336,18.13090705871582
268,yesterday they canoed down the river with a big group of friends.,135,control,high-cloze,,,Yesterday they canoed down the,river,,,,9.78996753692627,5.659115314483643,4.565341472625732,0.5028112530708313
269,yesterday they canoed down the room with a big group of friends.,135,control,low-cloze,,,Yesterday they canoed down the,room,,,,8.806029319763184,11.562891960144045,15.76046085357666,19.172117233276367
270,the gambler had a streak of bad luck right after his birthday.,136,control,high-cloze,,,The gambler had a streak of bad,luck,,,,0.4150698184967041,0.1235523372888565,0.0175339747220277,0.21546536684036255
271,the gambler had a streak of bad gas right after his birthday.,136,control,low-cloze,,,The gambler had a streak of bad,gas,,,,16.833166122436523,17.913558959960938,23.12840843200684,20.06722640991211
272,he liked lemon and sugar in his tea but not in his coffee.,137,control,high-cloze,,,He liked lemon and sugar in his,tea,,,,5.605555534362793,3.377233028411865,2.081638097763061,1.2196403741836548
273,he liked lemon and sugar in his wine but not in his coffee.,137,control,low-cloze,,,He liked lemon and sugar in his,wine,,,,5.859484672546387,7.747936725616455,8.594606399536133,7.559237957000732
274,they sat together without speaking a single word and looked out the window.,138,control,high-cloze,,,They sat together without speaking a single,word,,,,0.062012817710638,0.0418812148272991,0.0217661242932081,0.011218772269785404
275,they sat together without speaking a single time and looked out the window.,138,control,low-cloze,,,They sat together without speaking a single,time,,,,11.843842506408691,7.41802167892456,10.979936599731444,9.903244972229004
276,emily poured cereal in a bowl to eat for breakfast.,139,control,high-cloze,,,Emily poured cereal in a,bowl,,,,2.6193206310272217,2.3076164722442627,1.6966569423675537,0.2823542356491089
277,emily poured cereal in a closet to eat for breakfast.,139,control,low-cloze,,,Emily poured cereal in a,closet,,,,13.861581802368164,16.626930236816406,15.978527069091797,15.164688110351562
278,on my birthday my grandma always bakes me a cake with pink and white frosting.,140,control,high-cloze,,,On my birthday my grandma always bakes me a,cake,,,,1.6355687379837036,1.1358449459075928,1.6414464712142944,0.36241284012794495
279,on my birthday my grandma always bakes me a loaf with pink and white frosting.,140,control,low-cloze,,,On my birthday my grandma always bakes me a,loaf,,,,8.315826416015625,7.023353099822998,8.6556978225708,15.324512481689453
280,the carpenter pounded in the last nail with his hammer and was glad to be done.,141,control,high-cloze,,,The carpenter pounded in the last nail with his,hammer,,,,2.1947407722473145,0.8015217185020447,1.1914105415344238,2.0152721405029297
281,the carpenter pounded in the last nail with his car and was glad to be done.,141,control,low-cloze,,,The carpenter pounded in the last nail with his,car,,,,8.964351654052734,10.837141036987305,9.103556632995604,14.662497520446777
282,karen cut the long string with a pair of scissors that she found in the cabinet.,142,control,high-cloze,,,Karen cut the long string with a pair of,scissors,,,,0.8910077214241028,0.9230597615242004,0.4867109060287475,0.02253660559654236
283,karen cut the long string with a pair of weeds that she found in the cabinet.,142,control,low-cloze,,,Karen cut the long string with a pair of,weeds,,,,16.986074447631836,18.61019515991211,19.86923599243164,17.60527801513672
284,tonight make sure you wish on a star like sara told you to.,143,control,high-cloze,,,Tonight make sure you wish on a,star,,,,8.26877212524414,7.194356441497803,2.080339193344116,8.684264183044434
285,tonight make sure you wish on a scale like sara told you to.,143,control,low-cloze,,,Tonight make sure you wish on a,scale,,,,14.20602035522461,14.124459266662598,12.00588035583496,10.3978853225708
286,the tenants decided to take their landlord to court for treating them so unfairly.,144,control,high-cloze,,,The tenants decided to take their landlord to,court,,,,0.2430431246757507,0.1066842749714851,0.2343270480632782,1.6265637874603271
287,the tenants decided to take their landlord to tea for treating them so unfairly.,144,control,low-cloze,,,The tenants decided to take their landlord to,tea,,,,20.05134963989257,20.707597732543945,19.736948013305664,20.746337890625
288,the cold drink was served with a slice of lemon and a bright green straw.,145,control,high-cloze,,,The cold drink was served with a slice of,lemon,,,,5.403083801269531,2.751172065734864,2.9536051750183105,3.384626865386963
289,the cold drink was served with a slice of cheese and a bright green straw.,145,control,low-cloze,,,The cold drink was served with a slice of,cheese,,,,5.080868244171143,5.774214267730713,4.456252098083496,4.399837493896484
290,"to help everyone find her house, lisa drew a map with lots of colors.",146,control,high-cloze,,,"To help everyone find her house, Lisa drew a",map,,,,2.71633529663086,1.7260123491287231,1.3615604639053345,3.696094274520874
291,"to help everyone find her house, lisa drew a flag with lots of colors.",146,control,low-cloze,,,"To help everyone find her house, Lisa drew a",flag,,,,12.350666046142578,12.679000854492188,12.446020126342772,4.952755451202393
292,they drank champagne to celebrate their twelfth wedding anniversary with friends and family.,147,control,high-cloze,,,They drank champagne to celebrate their twelfth wedding,anniversary,,,,0.0389093533158302,0.0313641317188739,0.0131174605339765,5.283869743347168
293,they drank champagne to celebrate their twelfth wedding cake with friends and family.,147,control,low-cloze,,,They drank champagne to celebrate their twelfth wedding,cake,,,,13.377113342285156,16.00814437866211,17.316268920898438,12.983268737792969
294,the mother fed the newborn baby right after her lunch.,148,control,high-cloze,,,The mother fed the newborn,baby,,,,3.13672137260437,2.70247769355774,4.165060043334961,2.33754825592041
295,the mother fed the newborn hen right after her lunch.,148,control,low-cloze,,,The mother fed the newborn,hen,,,,15.288745880126951,14.02647590637207,14.312140464782717,11.568282127380371
296,the halftime entertainment was the junior high marching band playing their fight song.,149,control,high-cloze,,,The halftime entertainment was the junior high marching,band,,,,0.1488901972770691,0.0326299257576465,0.0452039204537868,0.12140598893165588
297,the halftime entertainment was the junior high marching choir playing their fight song.,149,control,low-cloze,,,The halftime entertainment was the junior high marching,choir,,,,11.985028266906738,13.155258178710938,12.592705726623535,13.233902931213379
298,on hot days many people sun themselves on the beach and read a book.,150,control,high-cloze,,,On hot days many people sun themselves on the,beach,,,,4.023183345794678,1.4917747974395752,1.944818377494812,4.378485679626465
299,on hot days many people sun themselves on the roof and read a book.,150,control,low-cloze,,,On hot days many people sun themselves on the,roof,,,,5.54024076461792,4.444406032562256,4.757395267486572,4.908801555633545
300,the kids fed the ducks some stale bread from their pantry.,151,control,high-cloze,,,The kids fed the ducks some stale,bread,,,,4.191005229949951,2.4797420501708984,1.309229612350464,1.8299696445465088
301,the kids fed the ducks some stale cream from their pantry.,151,control,low-cloze,,,The kids fed the ducks some stale,cream,,,,8.401966094970703,11.40452480316162,11.985143661499023,13.664002418518066
302,the teller cashed the large traveller's check that john gave him.,152,control,high-cloze,,,The teller cashed the large traveller’s,check,,,,2.541776895523072,0.9596301913261414,2.4219284057617188,0.871518611907959
303,the teller cashed the large traveller's dollars that john gave him.,152,control,low-cloze,,,The teller cashed the large traveller’s,dollars,,,,10.81185817718506,12.547969818115234,19.09595489501953,8.393627166748047
304,on top of the hamburger there was melted cheese and it tasted great.,153,control,high-cloze,,,On top of the hamburger there was melted,cheese,,,,1.5597753524780271,0.6099137663841248,0.4145098328590393,0.8102239966392517
305,on top of the hamburger there was melted sandwich and it tasted great.,153,control,low-cloze,,,On top of the hamburger there was melted,sandwich,,,,11.016510009765623,15.870844841003418,18.32856559753418,15.787809371948242
306,the organist accompanied the church choir every sunday morning at 10am.,154,control,high-cloze,,,The organist accompanied the church,choir,,,,8.442427635192871,6.662888526916504,3.4789392948150635,5.053782939910889
307,the organist accompanied the church dentist every sunday morning at 10am.,154,control,low-cloze,,,The organist accompanied the church,dentist,,,,20.215639114379883,19.703102111816406,22.040008544921875,21.335708618164062
308,every sunday morning people pray in their local church with their families and neighbors.,155,control,high-cloze,,,Every Sunday morning people pray in their local,church,,,,2.102205753326416,3.114476442337036,2.092585802078247,0.38844138383865356
309,every sunday morning people pray in their local school with their families and neighbors.,155,control,low-cloze,,,Every Sunday morning people pray in their local,school,,,,8.165207862854004,9.2716646194458,11.258560180664062,12.666686058044434
310,the butler hung their clothes in the closet in the back hallway.,156,control,high-cloze,,,The butler hung their clothes in the,closet,,,,4.757518768310547,3.093552350997925,1.871140956878662,0.10491767525672913
311,the butler hung their clothes in the church in the back hallway.,156,control,low-cloze,,,The butler hung their clothes in the,church,,,,9.88708209991455,11.903521537780762,10.663533210754396,22.901212692260742
312,i like hot fudge with ice cream and a cherry on top.,157,control,high-cloze,,,I like hot fudge with ice,cream,,,,0.7694035768508911,0.1374815553426742,0.0949357971549034,0.018667684867978096
313,i like hot fudge with ice lemon and a cherry on top.,157,control,low-cloze,,,I like hot fudge with ice,lemon,,,,14.431473731994627,15.743456840515137,18.470836639404297,20.325252532958984
314,john poured himself a glass of sparkling red wine to enjoy with dessert.,158,control,high-cloze,,,John poured himself a glass of sparkling red,wine,,,,0.3291610479354858,0.2517715990543365,0.3114261925220489,0.050600048154592514
315,john poured himself a glass of sparkling red soil to enjoy with dessert.,158,control,low-cloze,,,John poured himself a glass of sparkling red,soil,,,,19.94413185119629,18.412687301635746,21.379621505737305,19.864192962646484
316,because he had a toothache he called his dentist to see what he would recommend.,159,control,high-cloze,,,Because he had a toothache he called his,dentist,,,,4.813048839569092,4.8839111328125,5.204272270202637,3.7979865074157715
317,because he had a toothache he called his band to see what he would recommend.,159,control,low-cloze,,,Because he had a toothache he called his,band,,,,11.910258293151855,11.364723205566406,12.43498706817627,13.547785758972168
318,tim put his feet up on his father's oak desk even though he knew it was wrong.,160,control,high-cloze,,,Tim put his feet up on his father's oak,desk,,,,7.08791971206665,1.8479466438293457,1.4424707889556885,2.413693904876709
319,tim put his feet up on his father's oak map even though he knew it was wrong.,160,control,low-cloze,,,Tim put his feet up on his father's oak,map,,,,18.277523040771484,16.592281341552734,18.4270076751709,19.57497787475586
320,the society's annual dues were fifty dollars from each returning member.,161,control,high-cloze,,,The society's annual dues were fifty,dollars,,,,3.910802841186523,3.415611982345581,2.73432731628418,1.6786662340164185
321,the society's annual dues were fifty lessons from each returning member.,161,control,low-cloze,,,The society's annual dues were fifty,lessons,,,,17.912832260131836,17.402311325073242,16.86520767211914,17.331926345825195
322,the racing cars received the checkered flag to begin the race.,162,control,high-cloze,,,The racing cars received the checkered,flag,,,,0.0557609014213085,0.2993378639221191,0.0981525629758834,0.3613850772380829
323,the racing cars received the checkered star to begin the race.,162,control,low-cloze,,,The racing cars received the checkered,star,,,,11.658117294311523,10.674090385437012,13.853249549865724,14.080093383789062
324,jack ordered a hamburger and french fries from the cashier.,163,control,high-cloze,,,Jack ordered a hamburger and french,fries,,,,0.0906747579574585,0.0566744729876518,0.0230264123529195,0.03645206615328789
325,jack ordered a hamburger and french meal from the cashier.,163,control,low-cloze,,,Jack ordered a hamburger and french,meal,,,,19.92637825012207,19.780107498168945,21.240272521972656,16.552993774414062
326,my cat is covered with white fur and a few brown spots.,164,control,high-cloze,,,My cat is covered with white,fur,,,,3.396549940109253,3.1721415519714355,3.2830042839050293,2.148122549057007
327,my cat is covered with white fog and a few brown spots.,164,control,low-cloze,,,My cat is covered with white,fog,,,,10.22427749633789,12.242412567138672,13.708296775817873,14.798079490661621
328,the attendant filled the car with gas and washed the windows.,165,control,high-cloze,,,The attendant filled the car with,gas,,,,4.60194730758667,4.293512344360352,2.111875295639038,7.2095417976379395
329,the attendant filled the car with shade and washed the windows.,165,control,low-cloze,,,The attendant filled the car with,shade,,,,14.453906059265137,14.729056358337402,14.938627243041992,18.13429832458496
330,a female chicken is called a hen and her babies are called chicks.,166,control,high-cloze,,,A female chicken is called a,hen,,,,6.830787658691406,5.123371601104736,4.551241397857666,3.3808445930480957
331,a female chicken is called a hammer and her babies are called chicks.,166,control,low-cloze,,,A female chicken is called a,hammer,,,,14.619582176208496,15.400184631347656,15.648886680603027,16.006107330322266
332,the policeman's gun was sitting in his shoulder holster when the phone rang.,167,control,high-cloze,,,The policeman's gun was sitting in his shoulder,holster,,,,0.1699243634939193,0.4188947081565857,0.3396629691123962,0.01972159370779991
333,the policeman's gun was sitting in his shoulder leash when the phone rang.,167,control,low-cloze,,,The policeman's gun was sitting in his shoulder,leash,,,,20.9851188659668,20.577524185180664,20.70998764038086,30.260284423828125
334,they could not afford to give their daughter piano lessons so she taught herself.,168,control,high-cloze,,,They could not afford to give their daughter piano,lessons,,,,0.0604058094322681,0.0230484269559383,0.0163177140057086,0.08232878148555756
335,they could not afford to give their daughter piano muscles so she taught herself.,168,control,low-cloze,,,They could not afford to give their daughter piano,muscles,,,,23.662931442260746,24.966421127319336,22.616535186767575,25.689929962158203
336,cut me a slice of bread from that loaf sitting on the counter.,169,control,high-cloze,,,Cut me a slice of bread from that,loaf,,,,7.361066341400146,8.443021774291992,4.0826826095581055,4.509437561035156
337,cut me a slice of bread from that holster sitting on the counter.,169,control,low-cloze,,,Cut me a slice of bread from that,holster,,,,15.919429779052734,17.29705238342285,17.76634979248047,19.830686569213867
338,the maid loaded the laundry into the washing machine and poured in the detergent.,170,control,high-cloze,,,The maid loaded the laundry into the washing,machine,,,,0.125280424952507,0.1726320534944534,0.1161309406161308,1.4551644325256348
339,the maid loaded the laundry into the washing river and poured in the detergent.,170,control,low-cloze,,,The maid loaded the laundry into the washing,river,,,,16.287214279174805,15.709343910217283,17.63702964782715,10.534771919250488
340,before exercising jack always stretches his muscles for at least ten minutes.,171,control,high-cloze,,,Before exercising Jack always stretches his,muscles,,,,3.334889411926269,5.874927520751953,5.081831455230713,5.076409339904785
341,before exercising jack always stretches his luck for at least ten minutes.,171,control,low-cloze,,,Before exercising Jack always stretches his,luck,,,,16.23883819580078,19.859081268310547,17.99736785888672,18.41289520263672
342,my car needs a new coat of paint as soon as possible.,172,control,high-cloze,,,My car needs a new coat of,paint,,,,0.1014835238456726,0.0708183273673057,0.311530739068985,0.005442907102406025
343,my car needs a new coat of fur as soon as possible.,172,control,low-cloze,,,My car needs a new coat of,fur,,,,11.562814712524414,14.81601619720459,14.707717895507812,14.449289321899414
344,they placed an ad in the daily paper asking for a babysitter.,173,control,high-cloze,,,They placed an ad in the daily,paper,,,,2.9224393367767334,2.6679160594940186,2.93241286277771,6.714865684509277
345,they placed an ad in the daily list asking for a babysitter.,173,control,low-cloze,,,They placed an ad in the daily,list,,,,14.637996673583984,12.943089485168455,13.549538612365724,12.998519897460938
346,they ate ice cream and cake at his birthday party last sunday afternoon.,174,control,high-cloze,,,They ate ice cream and cake at his birthday,party,,,,0.2028129547834396,0.2100224643945694,0.3139495253562927,0.16275061666965485
347,they ate ice cream and cake at his birthday anniversary last sunday afternoon.,174,control,low-cloze,,,They ate ice cream and cake at his birthday,anniversary,,,,17.972368240356445,16.887392044067383,14.612642288208008,18.854890823364258
348,in the morning he forgot to take his vitamin pill so he had to take it later.,175,control,high-cloze,,,In the morning he forgot to take his vitamin,pill,,,,7.4511027336120605,4.942049503326416,5.852818489074707,5.999528884887695
349,in the morning he forgot to take his vitamin bread so he had to take it later.,175,control,low-cloze,,,In the morning he forgot to take his vitamin,bread,,,,14.606626510620115,13.689698219299316,15.28032684326172,17.63237953186035
350,the horse collapsed right after winning the race at the famous racetrack.,176,control,high-cloze,,,The horse collapsed right after winning the,race,,,,1.6565258502960205,1.6581329107284546,1.9154739379882808,0.8680170774459839
351,the horse collapsed right after winning the desk at the famous racetrack.,176,control,low-cloze,,,The horse collapsed right after winning the,desk,,,,19.541996002197266,19.507532119750977,19.39984130859375,23.794757843017578
352,he finally decided to shingle the damaged roof that the storm had ruined last year.,177,control,high-cloze,,,He finally decided to shingle the damaged,roof,,,,7.62080717086792,7.547379970550537,5.439627647399902,2.578756093978882
353,he finally decided to shingle the damaged city that the storm had ruined last year.,177,control,low-cloze,,,He finally decided to shingle the damaged,city,,,,9.584689140319824,11.108064651489258,10.905338287353516,9.593154907226562
354,i ordered a ham and cheese sandwich for lunch yesterday.,178,control,high-cloze,,,I ordered a ham and cheese,sandwich,,,,1.7009717226028442,1.355839729309082,1.2295397520065308,0.10160046815872192
355,i ordered a ham and cheese bowl for lunch yesterday.,178,control,low-cloze,,,I ordered a ham and cheese,bowl,,,,7.724293708801269,8.450132369995117,9.508808135986328,16.019866943359375
356,pam weighed herself on the bathroom scale to monitor her progress.,179,control,high-cloze,,,Pam weighed herself on the bathroom,scale,,,,4.348469734191895,0.9319203495979308,0.6501425504684448,15.43210506439209
357,pam weighed herself on the bathroom machine to monitor her progress.,179,control,low-cloze,,,Pam weighed herself on the bathroom,machine,,,,13.349309921264648,14.03050422668457,20.444900512695312,13.896095275878906
358,they're out in the garden pulling weeds so the flowers can grow.,180,control,high-cloze,,,They're out in the garden pulling,weeds,,,,2.828198194503784,1.2404764890670776,0.9876990914344788,1.9533637762069702
359,they're out in the garden pulling fries so the flowers can grow.,180,control,low-cloze,,,They're out in the garden pulling,fries,,,,15.868534088134766,17.87957000732422,18.12023162841797,18.154817581176758
